duration,protocol_type,src_bytes,dst_bytes,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,label
2.3973684987904806,tcp,6374.876419148185,2201.55149814847,9,10,0.9372073305700503,0.00774829737923859,93,192,normal
0.05351764583400225,icmp,16892.27224759671,92.19874759651726,216,2,0.10604324253851363,0.8721841021519954,10,4,attack
0.10930815834025008,icmp,46114.17898768939,14.265435147316207,245,4,0.032783833610447975,0.715902550392956,13,8,attack
2.2010337982590307,icmp,4895.550781462529,4399.6671233643365,26,15,0.7425982778056254,0.08957263555151146,107,51,normal
14.984861915941428,tcp,7558.199285668252,3369.7381328655542,19,14,0.9903408212945455,0.0419136174442055,102,236,normal
17.445298320633576,tcp,6612.278257988645,3399.748088242347,16,14,0.7664551816339317,0.07069563184934227,175,246,normal
3.104455546104588,tcp,5672.573701202731,1960.335010457922,17,13,0.9047957815132597,0.02587109474156345,116,74,normal
10.0519619002346,udp,5903.934841086195,2353.387422687259,7,5,0.888090530358615,0.011823839247214052,227,144,normal
0.11558223805240951,tcp,50590.56482015553,32.04868976555473,382,2,0.030944028263508314,0.8474103649358604,12,1,attack
3.6572640288007596,icmp,4326.509375756132,2369.7729984734087,19,6,0.9682795354769242,0.07059562365800072,60,78,normal
0.02335445485835854,tcp,63608.221278749654,43.377827440715365,495,1,0.24035145098859745,0.7272413664776783,5,7,attack
7.376072630217568,tcp,4311.8496548222765,4113.972240051463,5,1,0.7637001922860673,0.09774962582088932,236,204,normal
3.80303399527645,tcp,5331.980330569015,3441.1810201916187,16,8,0.8940511686779142,0.0024041237366437818,179,117,normal
0.01856339191259072,tcp,82517.50611083434,70.67185770445602,270,2,0.197135651718382,0.9595191385143356,16,6,attack
0.006330608035426323,icmp,0.0,82.67424285758564,501,4,0.13556071339568335,0.509016004912615,12,5,attack
0.07429992788961805,tcp,70108.05549659969,95.26728664990756,279,1,0.10050257098730873,0.7343258184981927,16,6,attack
11.036617381733835,tcp,4984.690150827005,3680.718369734378,22,22,0.8589911023064262,0.041829111109348595,100,125,normal
0.052055966654823385,udp,29875.483043670483,8.105956387760315,480,1,0.07080237909711361,0.542600238779831,12,4,attack
0.18870522347466914,tcp,65631.3110776435,26.96343992192042,248,1,0.240411460639091,0.5986569852880299,12,1,attack
1.440029945632918,tcp,4343.105721028604,3654.3117264200228,28,26,0.7680071956224771,0.07918913237957292,169,72,normal
7.399035404802575,tcp,5852.773675122219,3679.2816885945153,20,23,0.9207753860655966,0.08740136713087157,131,125,normal
5.18062170773846,tcp,6227.668992473293,2523.470964765206,15,18,0.8094012028703009,0.05172934821522532,128,97,normal
0.09194943923616852,tcp,6702.214944635238,4329.1761325824145,20,13,0.8659871918869,0.045681780455613524,215,90,normal
1.596944460750306,tcp,6624.678458469561,2853.4427050236895,47,17,0.9494622359012996,0.07973943579077786,139,191,normal
3.9784892306946587,tcp,5388.578604530964,3640.327620182146,6,24,0.8958848974413527,0.050200819773918215,118,140,normal
6.408809015329019,tcp,3688.1637676498403,2844.9390889817573,31,16,0.8651415331308822,0.06013840706885634,144,134,normal
5.0586477546377475,tcp,6392.002286344599,4292.466258838585,2,11,0.8088260801197455,0.04828512744101048,115,187,normal
0.04150498228036407,icmp,76066.7373240678,38.29373822916171,365,3,0.007934070779300239,0.5307715170674184,17,2,attack
0.4097583028030778,icmp,49973.2600959588,97.15163568041392,468,1,0.09500530680507781,0.9889967118691173,11,1,attack
0.11146689230217573,tcp,3894.4090406985415,23.842717895348365,507,2,0.2130519799770482,0.7929260612165842,5,7,attack
5.04057268020456,tcp,7056.207129940322,2055.349747752924,6,1,0.7042992717601003,0.07499536818024079,107,133,normal
17.8389906914585,tcp,7145.1491277733885,2622.327537842298,40,6,0.7896348613162755,0.05081417186651943,166,90,normal
1.1744951559076662,tcp,5489.187130147664,3141.4566977115182,42,15,0.719105430250755,0.011536280130570387,94,222,normal
21.419327877762694,tcp,4189.747562985619,3370.073034283161,40,26,0.7385789457881657,0.07408692683852179,177,127,normal
0.5311266774081511,tcp,5308.833012598964,2859.316476454343,27,14,0.7077428178589544,0.07501532294315126,225,81,normal
10.905662846983066,tcp,5192.049116490031,2381.6978657411128,15,3,0.8955702596687382,0.024021943320838558,136,180,normal
1.642375154053254,tcp,4824.114187567663,3030.350268358082,35,20,0.8247584018223842,0.026248500790059106,253,136,normal
5.017431369788298,tcp,6296.994546561109,2496.589285045769,38,3,0.7619743048665342,0.0019448050368081173,206,176,normal
0.09356918244757495,udp,52613.47878154795,50.635055328081236,375,1,0.11333904717282345,0.5929160277826713,15,6,attack
1.9676604340154342,udp,5701.172742310899,2833.506514181968,36,8,0.7405240438677282,0.0858761429838704,62,75,normal
2.7201893276602567,tcp,4677.320161157864,2737.1052194008125,39,9,0.9256386098630713,0.01241073677137774,111,152,normal
3.698394193886335,icmp,3307.0431858046145,2550.2655787373583,23,8,0.8193652526671069,0.017187651213592427,148,248,normal
0.1283880477073719,icmp,7013.3872475266235,3497.7657152347215,38,28,0.9685195866553737,0.02650812843385726,193,63,normal
0.10128607317005461,tcp,36800.47230021109,29.8039332094451,253,3,0.10952817606954175,0.9499547716773359,11,3,attack
0.44605514494948645,tcp,6826.009713546936,2639.848588118871,16,5,0.7920916846627054,0.08276751947812719,226,123,normal
5.2485953744390015,tcp,5391.804005402547,3699.511344570182,36,21,0.7349433549020011,0.04923623035196259,133,227,normal
0.11274974782087865,icmp,41275.95613037381,93.10902905080148,362,3,0.09401030833718345,0.9616497541349647,8,7,attack
1.6327405931557277,icmp,4975.8043936090835,2234.2792680839657,44,25,0.9709744315285391,0.0945371649614778,155,197,normal
0.4242437529015603,tcp,6854.092566334188,2802.3794394032025,25,1,0.7817951941937453,0.03162151225633301,73,208,normal
0.04758997129925435,tcp,38256.72800429372,86.08108626867374,208,3,0.23351157136364736,0.5995411564139789,15,8,attack
3.6076251403616055,tcp,5579.633173213576,3847.9491072372975,10,24,0.8157818532810782,0.045673059288584034,210,181,normal
0.1384752687660445,udp,101950.34251688901,0.800814067378286,422,4,0.14591748842666813,0.7217998506590936,14,3,attack
23.052848739231585,tcp,5003.046020153414,2672.574049509517,19,25,0.7592917661773391,0.09621021041650275,140,143,normal
3.387513904977653,tcp,3993.457434720359,1579.011813681344,37,14,0.9895628915637206,0.012464742899281334,163,112,normal
2.281386091104235,udp,4860.410371844826,1789.0284859097383,38,27,0.8333584759150479,0.023184129171472646,195,239,normal
4.676665103248051,tcp,4809.317599236653,2613.5511586532484,5,26,0.8913705623658884,0.023449947767409374,120,237,normal
1.6208842156432541,udp,4322.255029475148,2196.834102334801,12,25,0.9008070952722245,0.07300017210808615,182,97,normal
0.10399653999569311,udp,4928.398740585936,1499.8620242834043,11,13,0.8944315103602369,0.0376414962520694,184,122,normal
4.200221527936287,tcp,5992.042349536523,2884.385063427586,13,21,0.8011908509402459,0.026175110013448244,204,60,normal
0.03139136507263376,udp,47713.30641933586,61.62540405708125,289,1,0.19900878328694785,0.726091469680054,2,7,attack
7.3482397022286765,icmp,4330.9272613400835,3492.616919816913,44,13,0.9374229251520927,0.03560930851664217,134,112,normal
4.555272061916375,tcp,4755.843364709352,2510.05010028765,45,21,0.8534915747557041,0.08865025266419026,125,72,normal
1.2980186270924186,udp,5919.228934575203,3366.2182929215087,19,13,0.8672214892942561,0.06891210904957583,235,217,normal
0.8765790805209952,tcp,2847.109407047517,3345.5380357391523,22,3,0.8795785322214013,0.0003837145507800899,108,148,normal
0.6427810674667627,udp,3820.9602088401975,3026.2375963292693,17,22,0.7247217915585844,0.005050739238280655,107,188,normal
3.5424248132234926,tcp,4377.350638265548,2371.211173892014,31,4,0.9607524572209262,0.0550351278838751,195,133,normal
4.6541650423360466,tcp,5070.052163113181,1966.189843915505,31,5,0.7417740533782328,0.023964578495755662,93,251,normal
0.19103352805499724,udp,27910.0927978294,86.84761512027696,285,1,0.23498702773165991,0.6649874476451383,8,6,attack
7.397418881207557,tcp,4008.6076505436927,2483.0181521249574,6,1,0.9829185692220914,0.018492029746714433,186,183,normal
5.569147695866251,udp,4331.855914461006,4339.59394667803,46,27,0.9121045882817772,0.08636410524171562,152,96,normal
7.043745737692917,icmp,4775.366850002975,3339.2488355712717,22,21,0.7452062461002501,0.08029813013091039,156,202,normal
1.0420208071803225,tcp,3643.4181953765947,3027.32193399042,2,11,0.8246542189186198,0.033881302160484815,232,165,normal
0.7473003303375827,tcp,4761.067900830306,2875.281457650666,11,11,0.9764540175722254,0.05619352535196634,226,102,normal
0.011117690391673915,tcp,42073.63405609218,50.90818285664711,266,1,0.2383152675278569,0.892904242122175,14,1,attack
8.64675684769068,tcp,3628.0988570686436,3070.92607276915,30,11,0.8409746116100786,0.058391928926113536,59,126,normal
4.468162650730877,udp,4115.1972859730995,3740.9723217932737,40,17,0.8843200022293971,0.03258245840194487,237,186,normal
4.419615289356868,tcp,4980.580394112268,2981.1582793006096,13,8,0.9379189085111967,0.01037563435358564,113,103,normal
2.9004542129269915,tcp,6050.654396007612,2210.256378279053,20,29,0.7070597483242296,0.045220247910353874,175,145,normal
0.8237995077833649,tcp,5546.733568201379,3988.649296005551,31,3,0.8570221555202415,0.02902551053725294,234,152,normal
1.950098570529894,udp,6561.511196726853,2881.7757449460228,32,27,0.9405052879573914,0.08365308907609036,54,109,normal
10.031220309840773,tcp,6314.914453584048,3377.6018167354196,22,20,0.7168486029709938,0.06543464596528577,201,66,normal
